Context,Response,th_Context,th_Response
Every winter I find myself getting sad because of the weather. How can I fight this?,"One theory is that instead of ""fighting"" your feelings, accept your sad feelings and work with them.   Feeling sad may open many doors to reflect and make peace with the source of your sadness.Also, I believe fighting against the natural cycle of rest and hibernation may not even be possible to succeed.   Winter for most creatures is a time of withdrawal and slowdown.  Our bodies and moods are part of nature as well.  Fighting what is part of nature seems like a tiring fight which the person will lose.Last point, there are the winter holidays to break up the dark and cold of winter.   Maybe you can invent some of your own winter celebrations so you'll have a few gatherings to look forward to hosting.",ทุกฤดูหนาวฉันพบว่าตัวเองเศร้าเพราะอากาศฉันจะต่อสู้กับสิ่งนี้ได้อย่างไร?,"ทฤษฎีหนึ่งคือแทนที่จะ ""ต่อสู้"" ความรู้สึกของคุณยอมรับความรู้สึกเศร้าและทำงานกับพวกเขาการรู้สึกเศร้าอาจเปิดประตูหลายบานเพื่อไตร่ตรองและสร้างสันติภาพด้วยแหล่งที่มาของความเศร้าของคุณนอกจากนี้ฉันเชื่อว่าการต่อสู้กับวัฏจักรตามธรรมชาติของการพักผ่อนและการจำศีลอาจไม่สามารถทำได้ฤดูหนาวสำหรับสิ่งมีชีวิตส่วนใหญ่คือช่วงเวลาของการถอนและชะลอตัวร่างกายและอารมณ์ของเราเป็นส่วนหนึ่งของธรรมชาติเช่นกันการต่อสู้กับสิ่งที่เป็นส่วนหนึ่งของธรรมชาติดูเหมือนจะเป็นการต่อสู้ที่เหนื่อยล้าซึ่งบุคคลนั้นจะแพ้จุดสุดท้ายมีวันหยุดฤดูหนาวที่จะทำลายความมืดและความหนาวเย็นของฤดูหนาวบางทีคุณอาจคิดค้นการเฉลิมฉลองฤดูหนาวของคุณเองดังนั้นคุณจะมีการชุมนุมสองสามอย่างเพื่อรอคอยที่จะเป็นเจ้าภาพ"
Every winter I find myself getting sad because of the weather. How can I fight this?,"Sometimes its quite literally the lack of sunshine that can affect our mood - in these cases it can be worth experimenting with a sun lamp, to boost your dose of vitamin D, when the sun isn't naturally out. Also consider, what is it that the change in weather, changes in your life? If for example, when its sunny you are an outdoorsy, active person and when the weather changes, you're whole activity level changes along with it, you could explore how to get some of that activity replicated indoors in the winter months.",ทุกฤดูหนาวฉันพบว่าตัวเองเศร้าเพราะอากาศฉันจะต่อสู้กับสิ่งนี้ได้อย่างไร?,บางครั้งมันค่อนข้างขาดแสงแดดที่อาจส่งผลกระทบต่ออารมณ์ของเรา - ในกรณีเหล่านี้มันอาจคุ้มค่าที่จะทดลองกับโคมไฟดวงอาทิตย์เพื่อเพิ่มปริมาณวิตามินดีของคุณเมื่อดวงอาทิตย์ไม่ได้ออกไปตามธรรมชาติลองพิจารณาว่าการเปลี่ยนแปลงสภาพอากาศการเปลี่ยนแปลงในชีวิตของคุณคืออะไร?หากตัวอย่างเช่นเมื่อมีแดดจัดคุณเป็นคนกลางแจ้งและใช้งานอยู่และเมื่อสภาพอากาศเปลี่ยนแปลงไปคุณจะมีการเปลี่ยนแปลงระดับกิจกรรมทั้งหมดพร้อมกับมันคุณสามารถสำรวจวิธีการทำกิจกรรมบางอย่างที่จำลองในบ้านในช่วงฤดูหนาว
Every winter I find myself getting sad because of the weather. How can I fight this?,"Change your total daily routine, different route, different lunch, different afternoon.  Sit outside for 10 minutes three times every day, use a therapy light during the day, aroma-therapy oils for stimulation, but....keep your routine bedtimes and wake up times......and exercise at least 3 times per week,  if after several weeks you are not feeling better....talk with your doctor.",ทุกฤดูหนาวฉันพบว่าตัวเองเศร้าเพราะอากาศฉันจะต่อสู้กับสิ่งนี้ได้อย่างไร?,เปลี่ยนกิจวัตรประจำวันทั้งหมดของคุณเส้นทางที่แตกต่างกันอาหารกลางวันที่แตกต่างกันช่วงบ่ายที่แตกต่างกันนั่งข้างนอกเป็นเวลา 10 นาทีสามครั้งทุกวันใช้แสงบำบัดในระหว่างวันน้ำมันบำบัดกลิ่นหอมสำหรับการกระตุ้น แต่ .... รักษาเวลานอนประจำและตื่นขึ้นมาแล้ว ...... และออกกำลังกายอย่างน้อย 3 ครั้งต่อสัปดาห์ถ้าหลังจากหลายสัปดาห์คุณรู้สึกดีขึ้น .... คุยกับแพทย์ของคุณ
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey.",ทุกฤดูหนาวฉันพบว่าตัวเองเศร้าเพราะอากาศฉันจะต่อสู้กับสิ่งนี้ได้อย่างไร?,ภาวะซึมเศร้าตามฤดูกาลอาจเป็นเรื่องยากเนื่องจากสภาพอากาศเป็นตัวกระตุ้นหลักการทำความเข้าใจว่าเรามีการควบคุมสภาพอากาศน้อยมากดังนั้นเราสามารถมุ่งเน้นไปที่สิ่งที่เราสามารถเปลี่ยนแปลงได้การออกกำลังกายการทำสมาธิภาพนำทางและการหายใจลึก ๆ อาจเป็นประโยชน์ต่อการต่อสู้กับภาวะซึมเศร้าตามฤดูกาลมันอาจช่วยในการเข้าร่วมกลุ่มสนับสนุนและค้นหาการบำบัดเพื่อช่วยเหลือคุณในการเดินทางครั้งนี้
Every winter I find myself getting sad because of the weather. How can I fight this?,"There can be lots of different factors contributing to this. Here are some possible tips:Consider if you know anything about what specifically is making you feel sad? If you're looking for activities because you cannot participate in what you like to do in the warmer months, consider finding some indoor winter activitiesConnect with others. One idea is to join a group (such as a book club) that meets regularly. This could give you something to look forward to regardless of the colder weather.Enjoy the sunshine from indoors. You may notice that sometimes looks are deceiving women is bright and sunny outside, but is also quite cold when you open the door. If you are staying inside for the day, consider allowing yourself to enjoy the sunlight without specifically considering that it is also cold.Consider using a light box. Certain types of light boxes are designed to help with the ""winter blues."" You can find more information here: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416Recently, one of the nurse practitioners that I work with has been checking a lot of vitamin D and vitamin B12 levels and she says the lower levels of these vitamins can contribute to feelings of less motivation or energy than is desired.Each of us has days when we are not thrilled about the weather and may be feeling sort of ""bummed"" or ""down."" If you find yourself having these days frequently or for several consecutive days in the above strategies are not helping, consider talking with a therapist about more specific strategies that may be of help to you. Also, because  if everything you would see is likely to live in your area, they would be familiar with the weather patterns where you are and may have some tips that they use for themselves or With other clients.",ทุกฤดูหนาวฉันพบว่าตัวเองเศร้าเพราะอากาศฉันจะต่อสู้กับสิ่งนี้ได้อย่างไร?,"อาจมีปัจจัยต่าง ๆ มากมายที่มีส่วนร่วมในเรื่องนี้นี่คือเคล็ดลับที่เป็นไปได้: พิจารณาว่าคุณรู้อะไรเกี่ยวกับสิ่งที่ทำให้คุณรู้สึกเศร้าโดยเฉพาะ?หากคุณกำลังมองหากิจกรรมเพราะคุณไม่สามารถมีส่วนร่วมในสิ่งที่คุณชอบทำในเดือนที่อากาศอบอุ่นลองหากิจกรรมฤดูหนาวในร่มที่เชื่อมต่อกับผู้อื่นแนวคิดหนึ่งคือการเข้าร่วมกลุ่ม (เช่นชมรมหนังสือ) ที่พบกันอย่างสม่ำเสมอสิ่งนี้สามารถให้บางสิ่งบางอย่างแก่คุณโดยไม่คำนึงถึงสภาพอากาศที่เย็นกว่าความสุขแสงแดดจากในบ้านคุณอาจสังเกตเห็นว่าบางครั้งรูปลักษณ์ที่หลอกลวงผู้หญิงนั้นสดใสและแดดจัด แต่ก็ค่อนข้างเย็นเมื่อคุณเปิดประตูหากคุณอยู่ข้างในในวันนั้นให้พิจารณาให้ตัวเองเพลิดเพลินไปกับแสงแดดโดยไม่พิจารณาว่ามันเย็นโดยเฉพาะด้วยการพิจารณาโดยใช้กล่องไฟกล่องไฟบางประเภทได้รับการออกแบบมาเพื่อช่วย ""บลูส์ฤดูหนาว""คุณสามารถค้นหาข้อมูลเพิ่มเติมได้ที่นี่: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416. หนึ่งในผู้ฝึกพยาบาลที่ฉันทำงานด้วยความรู้สึกที่ลดลงของ Vitamin D และ Vitamin B12เรามีวันที่เราไม่ตื่นเต้นเกี่ยวกับสภาพอากาศและอาจรู้สึกว่า ""ถูกตี"" หรือ ""ลง""หากคุณพบว่าตัวเองมีวันนี้บ่อยครั้งหรือหลายวันติดต่อกันในกลยุทธ์ข้างต้นไม่ได้ช่วยให้พิจารณาพูดคุยกับนักบำบัดเกี่ยวกับกลยุทธ์ที่เฉพาะเจาะจงมากขึ้นซึ่งอาจช่วยคุณได้นอกจากนี้หากทุกสิ่งที่คุณเห็นมีแนวโน้มที่จะอาศัยอยู่ในพื้นที่ของคุณพวกเขาจะคุ้นเคยกับรูปแบบสภาพอากาศที่คุณอยู่และอาจมีเคล็ดลับที่พวกเขาใช้เพื่อตนเองหรือกับลูกค้ารายอื่น"
"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","Going through a divorce is often a very low point for the people involved.Are you surprised that your soon to be ex doesn't help with your teenage daughter?Usually patterns and dynamics in parenting are not  sudden developments.Is it possible that what you're feeling now is more intensity to the stress of parenting by yourself, not that this is a sudden problem?This is relevant because you may be more familiar and more capable than you're giving yourself credit.  The lack of emotional support is definitely stressful.Your parenting skills may still be at the level at which they were prior to the divorce.Take your emotional weariness seriously and reflect on the various ways of stress relief which are available and interest you.Give yourself extra time to rest, nurture yourself and be flexible in finding what feels right for stabilizing yourself.Since you talk about your daughter and help in physical ways, if it is a matter of strength that you need, talk with your attorney so that the child custody agreement includes whatever is physically necessary in the way of strength, in taking care of your daughter.The Courts are very good at making effort that the custody agreement offers proper care to the kids.",ฉันกำลังผ่านการหย่าร้างเขาโกรธมากเขาปฏิเสธที่จะช่วยเหลือฉันกับลูกสาววัยรุ่นของเราฉันไม่มีการสนับสนุนครอบครัวขยายบ่อยครั้งที่ฉันรู้สึกท่วมท้นเหนื่อยและไร้ความสุขฉันรู้สึกว่าอยู่นอกการควบคุมเศร้าและหดหู่ในชีวิตประจำวันฉันแค่ผ่านการเคลื่อนไหวของชีวิตทุกวันฉันอยู่ในช่วงกลางทศวรรษที่ 50ฉันมีงานเกือบ 29 ปีฉันจะจัดการเรื่องนี้ได้อย่างไร?,การผ่านการหย่าร้างมักจะเป็นจุดที่ต่ำมากสำหรับคนที่เกี่ยวข้องคุณประหลาดใจที่คุณจะเป็นแฟนเก่าในไม่ช้าไม่ได้ช่วยลูกสาววัยรุ่นของคุณหรือไม่?การขาดการสนับสนุนทางอารมณ์นั้นเครียดอย่างแน่นอนทักษะการเป็นพ่อแม่ของคุณอาจยังอยู่ในระดับที่พวกเขาเคยหย่าร้างใช้ความเหนื่อยล้าทางอารมณ์ของคุณอย่างจริงจังและสะท้อนให้เห็นถึงวิธีการบรรเทาความเครียดที่มีอยู่ข้อตกลงการดูแลรวมถึงสิ่งที่จำเป็นทางร่างกายในทางของความแข็งแกร่งในการดูแลลูกสาวของคุณศาลมีความพยายามอย่างมากในการพยายามข้อตกลงการดูแลให้การดูแลเด็กที่เหมาะสม
"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","You are in the midst of a really hard time and it sounds like you have no help at all.  Search out a local support group through community counseling type centers.  If you can't find a group, at least get in to see a therapist who can help you manage stress and upset better.  Your sadness, depression and out-of-control feelings don't mean there is something wrong with you - they just mean that your circumstances are too big for your current resources to handle, so get some help. Take care of YOU and you'll be able to get through this.",ฉันกำลังผ่านการหย่าร้างเขาโกรธมากเขาปฏิเสธที่จะช่วยเหลือฉันกับลูกสาววัยรุ่นของเราฉันไม่มีการสนับสนุนครอบครัวขยายบ่อยครั้งที่ฉันรู้สึกท่วมท้นเหนื่อยและไร้ความสุขฉันรู้สึกว่าอยู่นอกการควบคุมเศร้าและหดหู่ในชีวิตประจำวันฉันแค่ผ่านการเคลื่อนไหวของชีวิตทุกวันฉันอยู่ในช่วงกลางทศวรรษที่ 50ฉันมีงานเกือบ 29 ปีฉันจะจัดการเรื่องนี้ได้อย่างไร?,คุณอยู่ในช่วงเวลาที่ยากลำบากมากและดูเหมือนว่าคุณจะไม่มีความช่วยเหลือเลยค้นหากลุ่มสนับสนุนท้องถิ่นผ่านศูนย์ประเภทการให้คำปรึกษาชุมชนหากคุณไม่พบกลุ่มอย่างน้อยก็เข้ามาพบนักบำบัดที่สามารถช่วยคุณจัดการกับความเครียดและอารมณ์เสียได้ดีขึ้นความเศร้าความซึมเศร้าและความรู้สึกนอกการควบคุมของคุณไม่ได้หมายความว่ามีบางอย่างผิดปกติกับคุณ-พวกเขาหมายความว่าสถานการณ์ของคุณใหญ่เกินไปสำหรับแหล่งข้อมูลปัจจุบันของคุณที่จะจัดการดังนั้นขอความช่วยเหลือดูแลคุณแล้วคุณจะสามารถผ่านสิ่งนี้ได้
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","If you are a people-pleaser type or a natural caretaker, you can slowly ""lose yourself"" over time if you are always tending to the needs of others and neglecting yourself.  If this sounds like a familiar pattern for you, this may have happened without you even realizing it if you were raised in a family where you had to pick up the slack alot.  Maybe your parents were addicts or they might have even just worked all the time and you learned to ""take care of everything"" because that is what you had to do to help the family run smoothly. Over time, a person who grows up in this type of environment learns that you put the needs of others before your own.  You might also be stuck in these types of patterns in intimate relationships as well; if you completely give yourself over to your significant other and you don't create a life for yourself with your own interests and supportive friends, you are at risk of losing what is unique and amazing about you.  If you grew up in a family where you learned this role out of survival or because it was needed to take care of your family, it's easy to re-create this in adult relationships.In both scenarios, if there is no awareness that this ""self sacrifice at the expense of others"" is going on, your identity is shaped around being a caretaker/enabler/people-pleaser and down the road it can lead to depression, low self esteem, and a confused sense of self.  Basically, you spend so much time helping other people that you don't make time for yourself or create a life of fulfillment.  Before you realize it, you have been living a life for others instead of yourself and you have no idea who YOU are.  Supporting loved ones and friends is important and certainly admirable, but if you are always that person that rescues, those that rely on you begin to take advantage of you and they will suck you dry if you let them.  In conclusion, learning to set boundaries with those in your life that are too needy becomes a really important part of the process when you begin to recognize that you are unhappy and unfulfilled in life.  It sounds like you may be at that crossroads right now.  Take one small step at at a time.  Identify the worst offenders in your life that suck time and energy, and limit your contact and/or set some strong boundaries with those people so you can refocus and do some soul-searching.  Meanwhile, engage in pleasurable activities with people you enjoy being with, get yourself outside in the fresh air, get some good sleep, and eat some nourishing food!",ฉันไม่รู้ว่าฉันต้องการอะไรในชีวิตอีกต่อไปฉันไม่สามารถเข้าใจได้ว่ามันคืออะไรที่ทำให้ฉันฟุ้งซ่านและไม่ได้โฟกัสฉันไม่สามารถนำสิ่งต่าง ๆ ไปสู่มุมมองได้เลยฉันแค่ติดอยู่และฉันก็ผิดหวังกับการขาดความสำเร็จ,"หากคุณเป็นคนที่ชื่นชอบหรือเป็นผู้ดูแลตามธรรมชาติคุณสามารถ ""สูญเสียตัวเอง"" ได้อย่างช้าๆหากคุณมักจะดูแลความต้องการของผู้อื่นและละเลยตัวเองหากสิ่งนี้ฟังดูเป็นรูปแบบที่คุ้นเคยสำหรับคุณสิ่งนี้อาจเกิดขึ้นได้โดยที่คุณไม่รู้ตัวถ้าคุณได้รับการเลี้ยงดูในครอบครัวที่คุณต้องหยิบหย่อนมากขึ้นบางทีพ่อแม่ของคุณอาจติดยาเสพติดหรือพวกเขาอาจจะทำงานได้ตลอดเวลาและคุณเรียนรู้ที่จะ ""ดูแลทุกอย่าง"" เพราะนั่นคือสิ่งที่คุณต้องทำเพื่อช่วยให้ครอบครัวทำงานได้อย่างราบรื่นเมื่อเวลาผ่านไปบุคคลที่เติบโตขึ้นมาในสภาพแวดล้อมประเภทนี้เรียนรู้ว่าคุณใส่ความต้องการของผู้อื่นก่อนที่จะเป็นของคุณเองคุณอาจติดอยู่ในรูปแบบประเภทนี้ในความสัมพันธ์ใกล้ชิดเช่นกันหากคุณมอบตัวเองให้กับคนสำคัญของคุณอย่างสมบูรณ์และคุณไม่ได้สร้างชีวิตเพื่อตัวคุณเองด้วยความสนใจและเพื่อนที่สนับสนุนคุณเองคุณมีความเสี่ยงที่จะสูญเสียสิ่งที่ไม่เหมือนใครและน่าทึ่งเกี่ยวกับคุณหากคุณเติบโตขึ้นมาในครอบครัวที่คุณได้เรียนรู้บทบาทนี้จากการอยู่รอดหรือเพราะจำเป็นต้องดูแลครอบครัวของคุณมันเป็นเรื่องง่ายที่จะสร้างสิ่งนี้ขึ้นมาใหม่ในความสัมพันธ์ของผู้ใหญ่ในสถานการณ์ทั้งสองหากไม่มีการรับรู้ว่าการเสียสละตัวเองด้วยค่าใช้จ่ายของผู้อื่นโดยพื้นฐานแล้วคุณใช้เวลามากในการช่วยเหลือคนอื่น ๆ ที่คุณไม่ได้ใช้เวลากับตัวเองหรือสร้างชีวิตแห่งการเติมเต็มก่อนที่คุณจะรู้ตัวคุณใช้ชีวิตเพื่อคนอื่นแทนที่จะเป็นตัวคุณเองและคุณไม่รู้ว่าคุณเป็นใครการสนับสนุนคนที่คุณรักและเพื่อนเป็นสิ่งสำคัญและน่าชื่นชมอย่างแน่นอน แต่ถ้าคุณเป็นคนที่ช่วยชีวิตคนที่พึ่งพาคุณเริ่มใช้ประโยชน์จากคุณและพวกเขาจะดูดคุณแห้งถ้าคุณปล่อยให้พวกเขาโดยสรุปการเรียนรู้ที่จะกำหนดขอบเขตกับผู้ที่อยู่ในชีวิตของคุณที่ขัดสนมากเกินไปกลายเป็นส่วนสำคัญของกระบวนการเมื่อคุณเริ่มรับรู้ว่าคุณไม่มีความสุขและไม่ได้ผลในชีวิตดูเหมือนว่าคุณอาจจะอยู่ที่สี่แยกตอนนี้ทำทีละขั้นตอนระบุผู้กระทำผิดที่เลวร้ายที่สุดในชีวิตของคุณที่ดูดเวลาและพลังงานและ จำกัด การติดต่อและ/หรือกำหนดขอบเขตที่แข็งแกร่งกับคนเหล่านั้นเพื่อให้คุณสามารถปรับโฟกัสและทำการค้นหาวิญญาณในขณะเดียวกันมีส่วนร่วมในกิจกรรมที่น่าพึงพอใจกับคนที่คุณชอบอยู่ข้างนอกออกไปข้างนอกในอากาศบริสุทธิ์นอนหลับสบายและกินอาหารที่บำรุง!"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Give yourself credit for what you already know.For instance, you do know that you're unsure about your life direction. Take off any pressure on yourself to decide an answer in a certain amount of time.  Inner reflection work takes time and has its own course.   Trust that answers will show once you've done the work to understand yourself and circumstance, and the relationships in your life.From what you describe, your interest is in a broad scope life change. One direction is to start with only one specific part of your life you would like to change.  By examining one area in detail you will gain self-trust and confidence in handling your life.   And, you will have clarity as to which area to change first.",ฉันไม่รู้ว่าฉันต้องการอะไรในชีวิตอีกต่อไปฉันไม่สามารถเข้าใจได้ว่ามันคืออะไรที่ทำให้ฉันฟุ้งซ่านและไม่ได้โฟกัสฉันไม่สามารถนำสิ่งต่าง ๆ ไปสู่มุมมองได้เลยฉันแค่ติดอยู่และฉันก็ผิดหวังกับการขาดความสำเร็จ,ให้เครดิตตัวเองสำหรับสิ่งที่คุณรู้อยู่แล้วตัวอย่างเช่นคุณรู้ว่าคุณไม่แน่ใจเกี่ยวกับทิศทางชีวิตของคุณถอดแรงกดดันให้ตัวเองตัดสินใจคำตอบในระยะเวลาหนึ่งงานสะท้อนภายในต้องใช้เวลาและมีหลักสูตรของตัวเองเชื่อมั่นว่าคำตอบจะแสดงให้เห็นเมื่อคุณทำงานเพื่อทำความเข้าใจตัวเองและสถานการณ์และความสัมพันธ์ในชีวิตของคุณจากสิ่งที่คุณอธิบายความสนใจของคุณอยู่ในช่วงการเปลี่ยนแปลงชีวิตในวงกว้างทิศทางเดียวคือการเริ่มต้นด้วยเพียงส่วนเดียวของชีวิตที่คุณต้องการเปลี่ยนโดยการตรวจสอบรายละเอียดพื้นที่หนึ่งคุณจะได้รับความไว้วางใจและมั่นใจในการจัดการชีวิตของคุณและคุณจะมีความชัดเจนว่าจะเปลี่ยนพื้นที่ใดก่อน
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Thank you for sharing! It can be very disorienting not to know what you want and where you are headed. Sometimes we are so focused on something we haven't achieved yet or on comparing ourselves to others that we lose touch with what we actually want and need. At times like this, it's important to go back to basics. Try out this simple exercise, take a few minutes to write down all your present responsibilities. For example: make meals, complete homework...etc.  Then in the column next to it, write down the things that you do for yourself to recharge yourself and to enjoy your time. Is your list of responsibilities way longer than your list of stuff you do for yourself? It is easy to get lost in the sea of responsibilities and disconnect from what you want and need. To fix that, write another list of things that you enjoyed doing in the past for yourself and start incorporating them into your schedule on a regular basis. This will help you re-connect with yourself, and bring focus and clarity to your life.",ฉันไม่รู้ว่าฉันต้องการอะไรในชีวิตอีกต่อไปฉันไม่สามารถเข้าใจได้ว่ามันคืออะไรที่ทำให้ฉันฟุ้งซ่านและไม่ได้โฟกัสฉันไม่สามารถนำสิ่งต่าง ๆ ไปสู่มุมมองได้เลยฉันแค่ติดอยู่และฉันก็ผิดหวังกับการขาดความสำเร็จ,ขอบคุณสำหรับการแบ่งปัน!มันอาจทำให้สับสนไม่ได้ที่จะรู้ว่าคุณต้องการอะไรและคุณกำลังมุ่งหน้าไปที่ไหนบางครั้งเรามุ่งเน้นไปที่สิ่งที่เรายังไม่ประสบความสำเร็จหรือเปรียบเทียบตัวเองกับผู้อื่นที่เราสูญเสียการติดต่อกับสิ่งที่เราต้องการและต้องการในบางครั้งเช่นนี้สิ่งสำคัญคือต้องกลับไปสู่พื้นฐานลองออกกำลังกายแบบง่าย ๆ นี้ใช้เวลาสองสามนาทีในการเขียนความรับผิดชอบทั้งหมดของคุณตัวอย่างเช่น: ทำอาหารทำการบ้านให้เสร็จ ... ฯลฯจากนั้นในคอลัมน์ถัดจากนั้นเขียนสิ่งที่คุณทำเพื่อตัวเองเพื่อเติมพลังตัวเองและเพลิดเพลินไปกับเวลาของคุณรายการความรับผิดชอบของคุณนานกว่ารายการสิ่งที่คุณทำเพื่อตัวคุณเองหรือไม่?เป็นเรื่องง่ายที่จะหลงทางในทะเลแห่งความรับผิดชอบและตัดการเชื่อมต่อจากสิ่งที่คุณต้องการและต้องการเพื่อแก้ไขสิ่งนั้นให้เขียนรายการสิ่งที่คุณชอบทำในอดีตด้วยตัวคุณเองและเริ่มรวมเข้ากับตารางเวลาของคุณเป็นประจำสิ่งนี้จะช่วยให้คุณเชื่อมต่อกับตัวเองอีกครั้งและนำโฟกัสและความชัดเจนมาสู่ชีวิตของคุณ
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Check this blog out:  Four-ways-add-self-esteem-friends-listHope you find a few nuggets of helpfulness in this.,ฉันไม่รู้ว่าฉันต้องการอะไรในชีวิตอีกต่อไปฉันไม่สามารถเข้าใจได้ว่ามันคืออะไรที่ทำให้ฉันฟุ้งซ่านและไม่ได้โฟกัสฉันไม่สามารถนำสิ่งต่าง ๆ ไปสู่มุมมองได้เลยฉันแค่ติดอยู่และฉันก็ผิดหวังกับการขาดความสำเร็จ,ตรวจสอบบล็อกนี้ออกมา: เพื่อนที่เพิ่มขึ้นด้วยตนเองแบบตัวเอง-เพื่อนร่วมงานคุณพบนักเก็ตสองสามคนที่ให้ความช่วยเหลือในเรื่องนี้
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself and/or what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness: http://www.mettainstitute.org/mettameditation.html",ฉันไม่รู้ว่าฉันต้องการอะไรในชีวิตอีกต่อไปฉันไม่สามารถเข้าใจได้ว่ามันคืออะไรที่ทำให้ฉันฟุ้งซ่านและไม่ได้โฟกัสฉันไม่สามารถนำสิ่งต่าง ๆ ไปสู่มุมมองได้เลยฉันแค่ติดอยู่และฉันก็ผิดหวังกับการขาดความสำเร็จ,ฟังดูราวกับว่าคุณจะได้รับประโยชน์จากการพูดคุยกับผู้เชี่ยวชาญด้านสุขภาพจิตในท้องถิ่นเพื่อให้คุณสามารถพูดคุยรายละเอียดบางอย่างได้กล่าวว่าฉันสงสัยว่าคุณสามารถพิจารณาว่าคุณจะกำหนดตัวเองกับคนที่ไม่รู้จักคุณได้อย่างไรตัวอย่างเช่นความซื่อสัตย์ปรับตัวได้รักสนุกเชื่อถือได้มีความเห็นอกเห็นใจเปิดใจกว้าง ฯลฯ หากคุณกำลังมองหารายการคำคุณศัพท์ลอง: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htmมีรายการของลบที่นี่ด้วยหากคุณกำลังจะใช้สิ่งเหล่านั้นลองใช้สามสิ่งที่เป็นบวกสำหรับแต่ละคนที่เป็นลบคุณสามารถลองถามตัวเองว่าคุณรักตัวเองอย่างไรและ/หรือสิ่งที่คนอื่นรักเกี่ยวกับคุณบางครั้งมันง่ายกว่าที่จะพิจารณาสิ่งที่คนอื่นมองว่าเป็นจุดบวกของเราและถ้านี่เป็นเรื่องยากสำหรับคุณลองถามคนที่คุณไว้วางใจเพื่อช่วยคุณในรายการความคิดที่นี่คือการดูความสัมพันธ์ของคุณกับตัวเองฉันไม่ได้หมายถึงสิ่งนี้ในแบบที่คุณจะพูดคุยกับตัวเองและได้รับคำตอบ แต่มองตัวเองในแบบที่คุณสมควรได้รับความรักและความเห็นอกเห็นใจแบบเดียวกับที่คุณมอบให้กับผู้อื่นหรือต้องการให้คนอื่นมีฉันอยากรู้ว่าคุณกำลังกินและนอนหลับนอกจากนี้คุณบอกว่าคุณกำลังดิ้นรนที่จะนำสิ่งต่าง ๆ มาสู่มุมมองทำให้ฉันเชื่อว่าคุณกำลังผ่านบางสิ่งในขณะนี้ซึ่งไม่ปกติสำหรับคุณถ้าเป็นเช่นนั้นให้พิจารณาจากคนที่คุณได้รับการสนับสนุนและความสามารถในการพูดคุยเกี่ยวกับสิ่งที่คุณกำลังทำอยู่
