id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,th_question,th_opa,th_opb,th_opc,th_opd,th_exp
31868f6c-233a-40ee-880e-9c668509a8b1,"An ill 16 days old baby girl is brought to the emergency. On examination pallor and dyspnoea present with a respiratory rate of 85 per minute. Her HR is 200 bpm, hea sounds are distant and a gallop is heard. X-ray showed cardiomegaly. An echocardiogram shows dilated ventricles and dilation of the left atrium. An ECG shows ventricular depolarization complexes that have low voltage. Which of the following is the most likely diagnosis?",CHF,Glycogen storage disease,Pericarditis,Aberrant left coronary aery arising from pulmonary aery,0,multi,"In CHF pallor, dyspnoea, tachypnoea, tachycardia and cardiomegaly are common regardless of the cause.The most common causes of CHF in children include myocarditis caused by adenovirus and coxsackievirus B.The echocardiogram shows ventricular and left atrial dilatation as well as poor ventricular function. With glycogen storage disease of the hea muscle thickening would be expected. With pericarditis- pericardial effusion is seen. On ECG, the voltages of the ventricular complexes seen with aberrant origin of the left coronary aery are not diminished, and a pattern of myocardial infarction can be seen. *",Pediatrics,Impoant Viral Diseases in Children,เด็กผู้หญิงอายุ 16 วันที่ป่วยถูกนำตัวไปที่เหตุฉุกเฉินในการตรวจสอบสีซีดและหายใจลำบากมีอัตราการหายใจ 85 ต่อนาทีHR ของเธอคือ 200 bpm เสียง HEA อยู่ไกลและได้ยินเสียงควบX-ray แสดง cardiomegalyechocardiogram แสดงโพรงที่ขยายและขยายของห้องโถงด้านซ้ายคลื่นไฟฟ้าหัวใจแสดงให้เห็นว่าคอมเพล็กซ์การสลับช่องหัวใจห้องล่างที่มีแรงดันไฟฟ้าต่ำข้อใดต่อไปนี้คือการวินิจฉัยที่น่าจะเป็นไปได้มากที่สุด?,CHF,โรคไกลโคเจน,เยื่อหุ้มหัวใจอักเสบ,Oberrant ออกจากหลอดเลือดหัวใจที่เกิดขึ้นจากปอด aery,"ใน CHF Pallor, Dyspnoea, Tachypnoea, Tachycardia และ cardiomegaly เป็นเรื่องปกติโดยไม่คำนึงถึงสาเหตุสาเหตุที่พบบ่อยที่สุดของ CHF ในเด็ก ได้แก่ myocarditis ที่เกิดจาก adenovirus และ coxsackievirus b.คาดว่าจะเกิดโรคที่เก็บรักษาไกลโคเจนของกล้ามเนื้อ HEAด้วยเยื่อหุ้มหัวใจอักเสบ- เยื่อหุ้มหัวใจจะเห็นใน ECG แรงดันไฟฟ้าของกระเป๋าหน้าท้องคอมเพล็กซ์ที่เห็นด้วยต้นกำเนิดที่ผิดปกติของหลอดเลือดหัวใจด้านซ้ายจะไม่ลดลงและรูปแบบของกล้ามเนื้อหัวใจตายสามารถมองเห็นได้-"
4e296c2e-150a-4123-bc01-b56e4e0d89af,"In inversion of the foot, the sole will face:",Upwards,Downwards,Laterally,Medially,3,multi,"Ans: d (Medially) Ref: BDC, Vol. II, 4th ed, p. 155; Kieth L. Moore, 4th ed, p. 638Inversion is the movement in which the medial border of the foot is elevated, so that the sole faces medially.Eversion is the movement in which the lateral border of the foot is elevated. So that the sole faces laterally.Joints of the foot and the Movements taking place there:JOINTTYPE OF JOINTMOVEMENTSAnkle jointHinge jointPlantar flexion, dorsiflexionSubtalar joint (talocalcaneal)Plane synovialInversion, eversionT alocalcaneonavicularBall and socketGliding and rotator movementsCalcaneocuboidPlane synovialInversion, EversionTarsometatarsalPlane synovialGliding or slidingIntermetatarsalPlane synovialLittle movement possibleMetatarsophalangealCondylarFlexion, extension, adduction, abduction and circumductionInterphalangealHinge varietyFlexion, Extension",Anatomy,Foot,ในการผกผันของเท้า แต่เพียงผู้เดียวจะเผชิญ:,ขึ้นไป,ลง,อย่างด้านข้าง,ทางการแพทย์,"ANS: D (Medially) REF: BDC, Vol.II, 4th ed, p.155;Kieth L. Moore, 4th ed, p.638inversion คือการเคลื่อนไหวที่ขอบอยู่ตรงกลางของเท้าสูงขึ้นเพื่อให้เพียงคนเดียวหันหน้าไปทางทางการแพทย์การเคลื่อนไหวคือการเคลื่อนไหวที่เส้นขอบด้านข้างของเท้าสูงขึ้นเพื่อให้เพียงคนเดียวหันหน้าไปทางด้านข้างของเท้าและการเคลื่อนไหวที่เกิดขึ้นที่นั่น: ข้อต่อของการเชื่อมต่อร่วมกันการเข้าร่วมการงอข้อต่อแบบร่วมกัน, ข้อต่อ dorsiflexionsubtalarEversiontarsometatarsalplane synovialgliding หรือ slidingintermetatarsalplane synoviallittle การเคลื่อนไหวเป็นไปได้"
7b859b05-5bd6-4dc0-828f-d5ff4da65f24,"Where does the ""knot"" is put in the neck during judicial hanging?",The back of the neck,Under angle of jaw,Below the chin,Choice of hangman,1,single,"In judicial hanging, a rope to allow a drop of five to seven metres according to the weight, build and age of the person, is looped round the neck, with the knot under the angle of the jaw. This causes fracture-dislocation usually at the level of the second and third, or third and fouh cervical veebrae. Ref: The essentials of forensic medicine and toxicology by Dr K S Narayan Reddy, 27th edition, Page 306.",Forensic Medicine,,"""ปม"" อยู่ที่ไหนในคอระหว่างการแขวนของตุลาการ?",ด้านหลังของคอ,ใต้มุมกราม,ด้านล่างคาง,ทางเลือกของ Hangman,"ในการแขวนของตุลาการเชือกที่ปล่อยให้หยดห้าถึงเจ็ดเมตรตามน้ำหนักการสร้างและอายุของบุคคลจะวนรอบคอโดยมีปมใต้มุมของกรามสิ่งนี้ทำให้เกิดการแตกหักแบบแตกหักในระดับที่สองและสามหรือสามและ fouh ปากมดลูก veebraeRef: สิ่งจำเป็นของการแพทย์ทางนิติวิทยาศาสตร์และพิษวิทยาโดย Dr K S Narayan Reddy, ฉบับที่ 27, หน้า 306"
7025db05-412a-4479-89f3-fecc9ec7b174,Seal finger and whale finger are associated with -,Listeria,Erysipelothrix,Corynebacterium,Treponema,1,single,"Ans. is 'b' i.e., Erysipelothrix",Microbiology,,นิ้วซีลและนิ้ววาฬเกี่ยวข้องกับ -,ลิสเทอเรีย,Erysipelothrix,corynebacterium,Treponema,ตอบคือ 'b' เช่น erysipelothrix
22e6e599-7193-4569-be03-a7a0a006faec,Which of the following muscle acts as unlocker of knee?,Gracilis,Popliteus,Saorius,Biceps femoris,1,single,"Popliteus rotates the tibia medially on the femur or, when the tibia is fixed, rotates the femur laterally on the tibia. At the beginning of flexion of the fully extended knee, lateral femoral rotation by popliteus muscle unlocks the joint.Must know:Locking of knee joint is due to the the action of quadriceps femoris, that brings about medial rotation of femur on tibia in later stages of extension. Ref: Snells, Clinical anatomy, 7th Edition, Page 650.",Anatomy,,กล้ามเนื้อใดต่อไปนี้ทำหน้าที่ปลดล็อคเข่า?,กราซิลิส,ป๊อปไลท์,saorius,ลูกหนู femoris,"Popliteus หมุนกระดูกหน้าแข้งทางการแพทย์บนกระดูกโคนขาหรือเมื่อกระดูกหน้าแข้งได้รับการแก้ไขให้หมุนโคนขาด้านข้างบนกระดูกหน้าแข้งที่จุดเริ่มต้นของการงอของหัวเข่าขยายอย่างเต็มที่การหมุนของกระดูกต้นขาด้านข้างโดยกล้ามเนื้อ popliteus ปลดล็อคข้อต่อความรู้: การล็อคข้อต่อหัวเข่าเกิดจากการกระทำของ quadriceps femoris ที่นำมาซึ่งการหมุนของกระดูกโคนขาREF: Snells, กายวิภาคทางคลินิก, รุ่นที่ 7, หน้า 650"
7a9e4db6-6173-4fc2-8d5f-daf8061734a3,A 60 yr old chronic smoker presents with painless gross hematuria of 1 day duration. Which is the investigation of choice to know the cause of hematuria?,USG,X-ray KUB,Urine routine,Urine microscopy for malignant cytology cells,3,single,"A chronic smoker with painless gross hematuria should be suspected as having bladder cancer. The most common form of bladder cancer is transitional cell carcinoma (TCC). Tobacco use, followed by occupational exposure to various carcinogenic materials such as automobile exhaust or industrial solvents are the most frequent risk factors. Hematuria is the presenting symptom in 85-90% of patients with bladder cancer. It may be gross or microscopic, intermittent rather than constant. Exfoliated cells from both normal and neoplastic urothelium can be readily identified in voided urine. Ref: Scher H.I., Motzer R.J. (2012). Chapter 94. Bladder and Renal Cell Carcinomas. In D.L. Longo, A.S. Fauci, D.L. Kasper, S.L. Hauser, J.L. Jameson, J. Loscalzo (Eds), Harrison's Principles of Internal Medicine, 18e.",Surgery,,ผู้สูบบุหรี่เรื้อรังอายุ 60 ปีนำเสนอด้วยปัสสาวะขั้นต้นที่ไม่เจ็บปวดเป็นระยะเวลา 1 วันการสอบสวนทางเลือกใดที่จะรู้สาเหตุของ hematuria,USG,X-ray kub,กิจวัตรปัสสาวะ,กล้องจุลทรรศน์ปัสสาวะสำหรับเซลล์วิทยามะเร็ง,"ผู้สูบบุหรี่เรื้อรังที่มี hematuria ขั้นต้นที่ไม่เจ็บปวดควรถูกสงสัยว่าเป็นมะเร็งกระเพาะปัสสาวะรูปแบบที่พบบ่อยที่สุดของมะเร็งกระเพาะปัสสาวะคือมะเร็งเซลล์ในช่วงเปลี่ยนผ่าน (TCC)การใช้ยาสูบตามด้วยการสัมผัสกับการทำงานของวัสดุสารก่อมะเร็งต่างๆเช่นไอเสียรถยนต์หรือตัวทำละลายอุตสาหกรรมเป็นปัจจัยเสี่ยงที่พบบ่อยที่สุดHematuria เป็นอาการที่นำเสนอใน 85-90% ของผู้ป่วยมะเร็งกระเพาะปัสสาวะมันอาจจะเป็นขั้นต้นหรือกล้องจุลทรรศน์ไม่ต่อเนื่องมากกว่าค่าคงที่เซลล์ที่ได้รับการขัดผิวจากทั้ง urothelium ปกติและ neoplastic สามารถระบุได้อย่างง่ายดายในปัสสาวะโมฆะRef: Scher H.I. , Motzer R.J.(2012)บทที่ 94. มะเร็งกระเพาะปัสสาวะและเซลล์ไตใน D.L.Longo, A.S.Fauci, D.L.Kasper, S.L.Hauser, J.L. Jameson, J. Loscalzo (บรรณาธิการ), หลักการของอายุรศาสตร์ของแฮร์ริสัน, 18e"
a3e2c40f-e525-4ee7-9740-5198788b345f,The most sensitive method for detecting cervical Chlamydia trachomatis infection is:,Direct fluorescent antibody test,Enzyme immunoassay,Polymerase chain reaction,Culture on irradiated McConkey cells,2,single,"Ans. is 'c' i.e., Polymerase chain reactionRef: Harrison, 17th/e, p. 1074,19th/e, p. 1165 and Ananthanarayan, 9th/e, p. 415Amplification assays such as ligase chain reaction and polymerase chain reaction are the most sensitive chlamydial diagnostic method.Other methods are:(a) Cell culture: Sensitivity (60-80%).(b) Direct immunofluorescent antibody test: Sensitivity 70-80% and quite specific.(c) ELISA: 60-80%.",Microbiology,Bacteria,วิธีที่ละเอียดอ่อนที่สุดในการตรวจจับการติดเชื้อ chlamydia trachomatis ปากมดลูกคือ:,การทดสอบแอนติบอดีฟลูออเรสเซนต์โดยตรง,เอนไซม์อิมมูโนแอสเซย์,ปฏิกิริยาลูกโซ่โพลีเมอเรส,การเพาะเลี้ยงเซลล์ McConkey ที่ฉายรังสี,"ตอบคือ 'C' เช่น, polymerase chain ReactionRef: Harrison, 17/e, p.1074,19th/e, p.1165 และ Ananthanarayan, 9th/E, p.415Amplification assays เช่นปฏิกิริยาลูกโซ่ ligase และปฏิกิริยาลูกโซ่โพลีเมอเรสเป็นวิธีการวินิจฉัย chlamydial ที่ไวที่สุดวิธีการอื่น ๆ คือ: (a) การเพาะเลี้ยงเซลล์: ความไว (60-80%) (b) การทดสอบแอนติบอดีอิมมูโนฟลูออเรสเซนต์โดยตรง: ความไว 70-80%"
6e42770a-97fb-4a08-8c0d-1dd4126cfb63,Congestive hea failure in an infant is characterized by all except,Pedal edema,Tachypnea,Sweating,Poor weight gain,0,multi,"Congestive Cardiac Failure in InfantsSymptomsSignsuFeeding difficultyuTakes less volume per feeduDiaphoretic while suckinguForehead sweating.uSuck-rest-suck cycle.uPoor weight gainuPeriorbital edema uClothes no longer fituIncreasing cloth sizeuRapid breathing/nasal flaring/cyanosis/chest retractions.uTachycardia.uHepatomegaly.uOccasionally Splenomegaly.uPeriorbital edemauEdema in flanks. uDependent edema (Refer: Nelson's Textbook of Paediatrics, 19thedition, pg no:1530)",Anatomy,All India exam,ภาวะหัวใจล้มเหลวในทารกมีลักษณะยกเว้นทั้งหมดยกเว้น,อาการบวมน้ำ,Tachypnea,การเหงื่อออก,น้ำหนักที่เพิ่มขึ้นไม่ดี,"ความล้มเหลวของการเต้นของหัวใจในวัยทารกในวัยรุ่นSplenomegaly.Uperiorbital Edemauedema ในด้านข้างUdependent edema (อ้างอิง: ตำราเรียนของ Nelson ของ Paediatrics, 19 ธิดิติกลัน, หมายเลข pg: 1530)"
fa2a40f5-7d07-473b-9175-f891e8923e19,Congenital hydrocele is best treated by,Eversion of sac,Excision of sac,Lord's procedure,Herniotomy,3,single,"Congenital hydrocele is best treated with herniotomy if they do not resolve spontaneously. Established acquired hydrocele often have thick walls. They are treated by subtotal excision of the sac. If the sac is small, thin walled and contains clear fluid, Lord's operation is done. Jaboulay's operation where the sac is eveed with placement of testis in a pouch created by dissection in the fascial planes of the scrotum, is an alternative. Reference : page 1328 Bailey and Love's sho practice of surgery 25th edition and page 1072 SRB's manual of surgery 5th edition",Surgery,Urology,Hydrocele แต่กำเนิดได้รับการรักษาที่ดีที่สุดโดย,Eversion of Sac,การตัดตอนของถุง,ขั้นตอนของท่านลอร์ด,การรักษาด้วยไส้เลื่อน,Hydrocele พิการ แต่กำเนิดได้รับการรักษาที่ดีที่สุดด้วยไส้เลื่อนหากพวกเขาไม่สามารถแก้ไขได้ตามธรรมชาติHydrocele ที่ได้มาที่ได้รับมักจะมีผนังหนาพวกเขาได้รับการรักษาด้วยการตัดตอนผลรวมของถุงหากถุงมีขนาดเล็กที่มีกำแพงบางและมีของเหลวที่ชัดเจนการดำเนินการของลอร์ดจะเสร็จสิ้นการดำเนินการของ Jaboulay ที่ SAC เป็น eveed ด้วยการวางอัณฑะในกระเป๋าที่สร้างขึ้นโดยการผ่าในระนาบ fascial ของถุงอัณฑะเป็นทางเลือกการอ้างอิง: หน้า 1328 Bailey and Love's SHO Practice of Surgery ฉบับที่ 25 และหน้า 1072 คู่มือการผ่าตัดฉบับที่ 5 ของ SRB รุ่นที่ 5
90d792a9-7a4b-460c-b069-b9aa6a2d7823,Rate limiting step in cholesterol synthesis is catalysed by which of the following enzyme?,HMG CoA synthetase,HMG CoA reductase,Thiokinase,Mevalonate kinase,1,multi,"Conversion of HMG CoA to mevalonate by HMG CoA reductase is the rate limiting step in the synthesis of cholesterol. Cholesterol is an allosteric inhibitor of HMG CoA reductase Statin drugs acts as competitive inhibitors with mevalonate for binding to HMG CoA reductase. Insulin ors the active form of HMG CoA reductase and increases cholesterol synthesis. Glucagon ours the inactive form and decreases cholesterol synthesis. Ref: Biochemistry By John W. Pelley, page 89.",Biochemistry,,ขั้นตอนการ จำกัด อัตราในการสังเคราะห์คอเลสเตอรอลจะถูกเร่งปฏิกิริยาโดยเอนไซม์ใดต่อไปนี้?,HMG COA synthetase,HMG COA reductase,thiokinase,mevalonate kinase,"การแปลง HMG COA เป็น mevalonate โดย HMG COA reductase เป็นขั้นตอนการ จำกัด อัตราในการสังเคราะห์คอเลสเตอรอลคอเลสเตอรอลเป็นสารยับยั้ง allosteric ของยาเสพติด HMG COA reductase statin ทำหน้าที่เป็นสารยับยั้งการแข่งขันที่มี mevalonate สำหรับการจับกับ HMG COA reductaseอินซูลินหรือรูปแบบที่ใช้งานอยู่ของ HMG COA reductase และเพิ่มการสังเคราะห์คอเลสเตอรอลGlucagon ของเราในรูปแบบที่ไม่ได้ใช้งานและลดการสังเคราะห์คอเลสเตอรอลRef: ชีวเคมีโดย John W. Pelley, หน้า 89"
63de4ee4-9b7b-4312-aad2-45f5aa3cac7b,Vaccine administered by following route is,Typhoral live,H1n1 killed,H1n1 live,Yellow fever live,2,single,Hlnl live (Intranasal route),Social & Preventive Medicine,Influenza,วัคซีนบริหารโดยเส้นทางต่อไปนี้คือ,Typhoral Live,H1N1 ถูกฆ่าตาย,H1N1 LIVE,ไข้เหลืองมีชีวิตอยู่,HLNL Live (เส้นทาง intranasal)
53ae491c-15c1-4c77-8dcb-fba7d3f5dd29,Coloured urine is not seen in :,Quinine,Rifampcin,Nitrofurantoin,Pyridium,0,single,Answer is A (Quinine) Quinine is not associated with discoloured urine.,Medicine,,ไม่พบปัสสาวะสีใน:,ควินิน,rifampicin,nitrofurantoin,ไพริเดียม,คำตอบคือควินิน (ควินิน) ไม่เกี่ยวข้องกับปัสสาวะเปลี่ยนสี
fec423fb-be98-40a8-a9f3-477f6e7555f4,Schizophrenia is treated by,Anti depressants,Anti psychotics,Anti epileptics,Mood stabilizers,1,single,"Ans. is 'b' i.e., Anti psychotics",Pharmacology,,โรคจิตเภทได้รับการรักษาโดย,ยากล่อมประสาท,ยารักษาโรคจิต,โรคลมชัก,ความคงตัวของอารมณ์,คำตอบ.คือ 'B' เช่นยารักษาโรคจิต
bdf6c4e6-9034-4e26-9b63-674a147b16c3,Fries test is used in the diagnosis of:,Gonorrhoea,Herpes,Chanchroid,Granuloma venereum,3,single,Granuloma venereum,Microbiology,,การทดสอบมันฝรั่งทอดใช้ในการวินิจฉัยของ:,หนองใน,เริม,รั้ว,Granuloma venereum,Granuloma venereum
e151e45d-2260-4b55-a9b1-564232e2982e,"A 45-year-old woman complains of severe headaches and difficulty in swallowing. Over the past 6 months, she has noticed small, red lesions around her mouth as well as thickening of her skin. The patient has ""stone facies"" on physical examination. Which of the following antigens is the most common and most specific target of autoantibody in patients with this disease?",C-ANCA (anti-proteinase-3),Double-stranded DNA,P-ANCA (anti-myeloperoxidase),Scl-70 (anti-topoisomerase I),3,multi,"Scleroderma (refer to the image below) Autoimmune disease of connective tissue. Antinuclear antibodies are common but are usually present in a lower titer than in patients with SLE. Antibodies viually specific for scleroderma include:- Nucleolar autoantibodies (primarily against RNA polymerase) Antibodies to Scl-70, a non-histone nuclear protein topoisomerase; Anticentromere antibodies (associated with the ""CREST"" variant of the disease). The Scl-70 autoantibody is most common and specific for the diffuse form of scleroderma and is seen in 70% of patients. -Autoantibodies to double-stranded DNA (choice B) are seen in patients with SLE. -Autoantibodies to SS-A/SS-B are seen in patients with Sjogren syndrome. (Fig: A fibroblastic focus is present at the arrows.) Diagnosis: Scleroderma",Pathology,Immunity disorders,"ผู้หญิงอายุ 45 ปีบ่นว่าปวดหัวอย่างรุนแรงและความยากลำบากในการกลืนในช่วง 6 เดือนที่ผ่านมาเธอสังเกตเห็นรอยโรคสีแดงเล็ก ๆ รอบ ๆ ปากของเธอรวมถึงผิวที่หนาขึ้นผู้ป่วยมี ""facies หิน"" ในการตรวจร่างกายแอนติเจนใดต่อไปนี้เป็นเป้าหมายที่พบได้บ่อยที่สุดและเฉพาะเจาะจงมากที่สุดของ autoantibody ในผู้ป่วยที่เป็นโรคนี้",C-ANCA (anti-protein...,ดีเอ็นเอสองเส้น,P-ANCA (anti-myelope...,SCL-70 (Anti-Topoisomerase I),"Scleroderma (ดูภาพด้านล่าง) โรคแพ้ภูมิตัวเองของเนื้อเยื่อเกี่ยวพันแอนติบอดี antinuclear เป็นเรื่องธรรมดา แต่มักจะอยู่ใน titer ต่ำกว่าในผู้ป่วยที่มี SLEแอนติบอดีเฉพาะสำหรับ scleroderma รวมถึง:-นิวเคลียส autoantibodies (ส่วนใหญ่ต่อต้าน RNA polymerase) แอนติบอดีถึง SCL-70, โปรตีนนิวเคลียร์ที่ไม่ใช่ฮิสโตน topoisomerase;แอนติบอดี anticentromere (เกี่ยวข้องกับตัวแปร ""ยอด"" ของโรค)SCL-70 autoantibody นั้นพบได้บ่อยที่สุดและเฉพาะเจาะจงสำหรับรูปแบบการกระจายของ scleroderma และเห็นได้ใน 70% ของผู้ป่วย-autoantibodies ถึง DNA แบบสองเส้น (ตัวเลือก B) จะเห็นได้ในผู้ป่วยที่มี SLE-Autoantibodies ถึง SS-A/SS-B จะพบได้ในผู้ป่วยที่มีอาการ Sjogren(รูปที่: โฟกัส fibroblastic มีอยู่ที่ลูกศร) การวินิจฉัย: scleroderma"
23b2d44a-f5e5-47b8-9004-ddd6e0c183d8,Grave's ophthalmopathy mostly presents as September 2010,Proptosis,Ptosis,Reduced intraocular tension,Increased power of convergence,0,single,"Ans. A: Proptosis Graves' ophthalmopathy (also known as thyroid eye disease (TED), dysthyroid/thyroid-associated orbitopathy (TAO), Graves' orbitopathy) is an autoimmune inflammatory disorder affecting the orbit around the eye, characterized by upper eyelid retraction, swelling (edema), redness (erythema), conjunctivitis, reduce dpower convergence and bulging eyes (proptosis).",Ophthalmology,,Graves Ophthalmopathy ส่วนใหญ่นำเสนอในเดือนกันยายน 2010,การตาย,การตายของ ptosis,ลดความตึงเครียดในลูกตา,เพิ่มพลังของการบรรจบกัน,"ตอบA: proptosis graves 'ophthalmopathy (หรือที่รู้จักกันในชื่อโรคต่อมไทรอยด์ (TED), dythyroid/orbitopathy ที่เกี่ยวข้องกับต่อมไทรอยด์ (Tao), orbitopathy ของหลุมฝังศพ) (การลดลงของการอักเสบการบรรจบกันและตาโป่ง (proptosis)"
6a48770d-2b73-46ee-a45f-151619ca08ad,Earliest lesion seen in atherosclerosis is:,Fatty streaks,Intimal thickening,Fibrinoid necrosis,Plaque,0,single,"Ans: A (Fatty streaks) Ref: Robbins Pathologic Basis of Disease, 8th edition.Explanation:Fatty streaks are the earliest lesions in atherosclerosis "" Ref: RobbinsMorphology of AtherosclerosisFatty StreaksThese are the earliest lesions in atherosclerosis.They are composed of lipid-filled foamy macrophages.Beginning as multiple minute flat yellow spots, they eventually coalesce into elongated streaks 1 cm or more in length.These lesions are not significantly raised and do not cause any flow disturbanceAortas of infants less than 1 year old can exhibit fatty streaks, and such lesions are seen in virtually all children older than 10 years, regardless of geography, race, sex, or environment.The relationship of fatty streaks to atherosclerotic plaques is uncertainThey may evolve into precursors of plaques, not all fatty streaks are destined to become advanced lesions.Atherosclerotic PlaqueThe key processes in atherosclerosis are intimal thickening and lipid accumulationAtheromatous plaques impinge on the lumen of the artery and grossly appear white to yellow: superimposed thrombus over ulcerated plaques is red-brown.Plaques vary from 0.3 to 1.5 cm in diameter but can coalesce to form larger massesAtherosclerotic lesions are patchy, on cross- section, the lesions appear ""eccentric""Local flow disturbances (e.g., turbulence at branch points) leads to increased susceptibility to plaque formation.In descending order, the most extensively involved vessels are theLower abdominal aorta (MC)The coronary arteries (Second MC)The popliteal arteriesThe internal carotid arteriesVessels of the circle of WillisVessels of the upper extremities are usually spared, as are the mesenteric and renal arteries, except at their ostia.Atherosclerotic plaques have three principal components:Cells, including smooth muscle cells, macrophages, and T cellsECM, including collagen, elastic fibers, and proteoglycansIntracellular and extracellular lipidSuperficial fibrous cap composed of smooth muscle cells and dense collagen.Beneath and to the side of the cap (the ""shoulder"") is a more cellular area containing macrophages, T cells, and smooth muscle cells.Deep to the fibrous cap is a necrotic core, containing lipid (primarily cholesterol and cholesterol esters), debris from dead cells, foam cells (lipid-laden macrophages and smooth muscle cells), fibrin, variably organized thrombus, and other plasma proteins and cholesterolThe periphery of the lesions show neovascularization (proliferating small blood vessels;Plaques generally continue to change and progressively enlarge due to cell death and degeneration, synthesis and degradation (remodeling) of ECM, and organization of thrombus.Atheromas often undergo calcificationAtherosclerotic plaques are susceptible to the following clinically important changes* Rupture, ulceration, or erosion of the intimal surface of atheromatous plaques exposes the blood to highly thrombogenic substances and induces thrombosis.* Such thrombosis can partially or completely occlude the lumen and lead to downstream ischemia.* If the patient survives the initial thrombotic occlusion, the clot may become organized and incorporated into the growing plaque.* Hemorrhage into a plaque. Rupture of the overlying fibrous cap, or of the thin-walled vessels in the areas of neovascularization, can cause intra-plaque hemorrhage; a contained hematoma may expand the plaque or induce plaque rupture.* Atheroembolism. Plaque rupture can discharge atherosclerotic debris into the bloodstream, producing microemboli* Alienism formation. Atherosclerosis-induced pressure or ischemic atrophy of the underlying media, with loss of elastic tissue, causes weakness resulting in aneurysmal dilation and potential rupture.",Pathology,Atherosclerosis and Arteriosclerosis,แผลแรก ๆ ที่เห็นในหลอดเลือดคือ:,เส้นไขมัน,ความหนา,เนื้อร้ายไฟบรินอยด์,แผ่นโลหะ,"ANS: A (Fatty Streaks) Ref: Robbins พื้นฐานทางพยาธิวิทยาของโรค, ฉบับที่ 8 การอธิบาย: streaks ไขมันเป็นรอยโรคที่เก่าแก่ที่สุดในหลอดเลือด ""ref: robbinsmorphology ของ atherosclerosisfatty streakstrehesในที่สุดพวกเขาก็รวมตัวกันเป็นเส้นยาว 1 ซม. หรือมากกว่าความยาวแผลเหล่านี้ไม่ได้ยกขึ้นอย่างมีนัยสำคัญและไม่ทำให้เกิดการรบกวนการไหลของทารกที่มีอายุน้อยกว่า 1 ปีสามารถแสดงเส้นไขมันและรอยโรคที่เกิดขึ้นเข้าไปในสารตั้งต้นของคราบจุลินทรีย์ไม่ได้มีการกำหนดให้เป็นรอยโรคขั้นสูงทั้งหมดกระบวนการสำคัญของการใช้สารในหลอดเลือดในหลอดเลือดในหลอดเลือดมีความหนาและการสะสมของไขมันเส้นผ่านศูนย์กลาง 1.5 ซม. แต่สามารถรวมตัวกันเพื่อสร้างรอยโรคมวลชนขนาดใหญ่ขึ้นเป็นหย่อม ๆ บนส่วนข้ามรอยโรคจะปรากฏขึ้น ""ผิดปกติ"" การไหลเวียนของการไหลในท้องถิ่น (เช่นความปั่นป่วนที่จุดกิ่ง) นำไปสู่ความไวต่อการก่อตัวของคราบจุลินทรีย์arteriesthe ภายใน carotid arteriesvessels ของวงกลมของ Willisvessels ของแขนขาด้านบนมักจะไว้ชีวิตเช่นเดียวกับหลอดเลือดแดง mesenteric และไตยกเว้นที่ ostia ของพวกเขาโล่ atherosclerotic มีส่วนประกอบหลักสามเซลล์และเซลล์กล้ามเนื้อเรียบไขมันที่มีเส้นใยไขมันประกอบด้วยเซลล์กล้ามเนื้อเรียบและคอลลาเจนหนาแน่นด้านข้างและด้านข้างของหมวก (""ไหล่"") เป็นพื้นที่ของเซลล์ที่มีแมคโครฟาจเซลล์ T และเซลล์กล้ามเนื้อเรียบmacrophages และเซลล์กล้ามเนื้อเรียบ), ไฟบริน, thrombus ที่จัดระเบียบแบบแปรผันและโปรตีนพลาสมาอื่น ๆ และคอเลสเตอรอลรอบนอกของรอยโรคแสดงให้เห็นว่า neovascularizationcalcificationatherosclerotic โล่มีความอ่อนไหวต่อการเปลี่ยนแปลงที่สำคัญทางคลินิกต่อไปนี้* การแตกแผลหรือการพังทลายของพื้นผิว intimal ของเนื้อเยื่อ atheromatous ทำให้เลือดไหลเข้าสู่การเกิดลิ่มเลือดอุดตันจัดระเบียบและรวมอยู่ในคราบจุลินทรีย์ที่กำลังเติบโต* ตกเลือดลงในคราบจุลินทรีย์"
